,GPA,Scholarship,Study_Hours,Sports_hours,Part_time_Work
0,3.5275365882109195,True,12.953866319981643,5.4549198692082586,10.642638731145615
1,2.408550120416517,False,10.685473124759882,7.614285508564857,13.359243242210272
2,2.5290886453751074,True,9.537406870447038,1.785033530877545,15.287530435692693
3,2.0013974260239187,True,8.795585217642845,5.369267717064608,16.454159257754537
4,0.9653805216700487,True,4.0859120385302905,5.519765588496847,15.147859962770271
5,1.3439084099660414,False,7.120623166421165,6.563645743554621,15.058623628465405
6,1.789371683792858,True,8.15744491616085,2.526098578243836,14.155642427981576
7,3.7192582747132312,True,14.228488904875663,2.3590867738314474,10.15624819192718
8,2.5574625646329414,True,11.374473158273846,6.0438831312337955,16.706224585597887
9,0.0,False,2.947839378549064,5.5939693464663724,19.04125979479247
10,3.4473131825959564,True,11.29633587757918,5.5009857006917535,10.700430564782401
11,2.4815324479576777,True,8.459670878334734,5.692896418993952,16.759921367108713
12,1.6934833671786902,True,7.2923119987761655,3.6399505568430186,19.86892519475957
13,3.204003987063419,True,12.446705155363471,5.464507394322007,14.596907427884211
14,3.6766085387149756,False,14.123998089983804,5.586144946597362,8.48686121410169
15,3.650875352885994,True,13.725120476464795,3.571297163947264,10.79645956838862
16,0.8004341005688864,False,6.643129907109445,8.731549022289514,18.547944354107578
17,1.7715129553922084,False,8.763150496595141,5.947665841823575,13.326770770805354
18,2.5188183374126,False,11.325053725614255,2.617393005594703,14.092606620923904
19,3.5065798638801606,True,13.902180508489437,6.313107217267659,13.20795980176501
20,1.8470139936598085,False,8.08330304861884,3.050636659545357,13.29615722767253
21,2.94150961405,True,9.257364093344732,6.574169207484904,14.32653083186956
22,1.3437700557092822,False,5.574660103975887,7.317191158014808,10.172669257476322
23,0.9420948310365085,False,5.215173503677317,3.358635363296579,14.82212061512503
24,3.3650888475607714,False,13.250103289576792,6.926752258488643,11.544801723467605
25,3.910928130255039,False,15.42496011428329,5.825561853872997,8.249457567500327
26,1.7514529329971837,False,9.711959513678664,6.64412031998898,17.437646899656073
